Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
37451,2.333333333,1.0,,emotic_train,a baseball player swinging at a pitch during a game,"A thrilling baseball game scene with a tense batter poised to swing, a focused catcher, and a lively, packed crowd. Energy and anticipation fill the air, capturing the intense moment before the game-changing hit."
37452,0.333333333,0.333333333,,emotic_train,a man and woman are looking at their reflection in a mirror,"In a dimly lit room, a man adjusts his tie, reflecting in a mirror as a woman captures the moment with a camera, evoking a sense of quiet preparation and intimate anticipation. The mood is calm yet charged with subtle emotion."
37453,2.333333333,1.666666667,,emotic_train,a man is water skiing on a lake,"A man water skiing on a serene lake, surrounded by lush greenery. The image captures a moment of thrill and tranquility, as the skier glides over the water, face showing a mix of excitement and calm. Soft overcast sky enhances the peaceful ambiance."
37454,-1.666666667,1.666666667,,emotic_train,a man standing at a podium with a tablet,"A calm, contemplative professor passionately lectures in a tranquil, modern classroom setting, his gestures reflecting deep engagement. The serene atmosphere is punctuated by the intensity of his explanations, with students quietly absorbing the knowledge."
37455,0.333333333,1.666666667,,emotic_train,family loading their car with luggage,"A happy family, dressed in winter clothes, eagerly unloads luggage from a car outside a cozy, snow-covered cabin. The scene exudes warmth, joy, and the excitement of a winter getaway."
37456,-0.333333333,3.0,,emotic_train,a woman sitting on a bed in a room,"A cozy, regal bedroom with vintage decor, vibrant colors, and plush furnishings. A joyful person expressing excitement while sitting on an ornate, kingsize bed with luxurious, patterned bedspread and pillows."
37457,0.333333333,2.0,,emotic_train,a man and woman kissing in bed,"Intimate moment of a loving couple sharing a tender kiss, bathed in soft, warm light. Their eyes closed, conveying deep affection and gentle passion, creating a serene and romantic atmosphere."
37458,0.333333333,-1.0,,emotic_train,a group of people standing around a child,"A war-torn village filled with military personnel. A tense exchange between soldiers and civilians, a mother holding her child. A soldier hands over a teddy bear amidst a backdrop of solemn faces and uncertainty."
37459,0.666666667,0.666666667,,emotic_train,a stone fountain,"Children enjoying a serene moment at a stone turtle fountain in a tranquil garden, lush greenery, sunlight filtering through leaves, playful and content expressions, water gently streaming, warm and peaceful ambiance."
37460,0.0,0.333333333,,emotic_train,a man and woman are walking on a bridge,"A serene family walk on a wooden bridge surrounded by lush greenery, soft smiles, and warm sunlight casting gentle shadows, capturing the essence of peaceful togetherness and subtle joy."
37461,1.666666667,0.333333333,,emotic_train,a baseball player is standing at home plate,"An anxious yet determined baseball batter, poised at the plate under the stadium lights, ready for a crucial pitch. Tension fills the air, capturing the mix of hope and trepidation in the final moments of the game."
37462,2.333333333,-0.333333333,,emotic_train,a woman walking down the street with an umbrella,"A dreary city street on a rainy day, people huddled under umbrellas, walking past old phone booths and wet pavement. The scene reflects a sense of melancholy and hustle, with a subdued energy lingering in the air."
37463,-1.0,0.333333333,,emotic_train,a skateboarder doing tricks on a ramp at night,"A lone skateboarder jumps in the middle of a desolate, nighttime urban square. The night is quiet, with a mix of determination and melancholy in the air. The stark shadows and dim lighting create a somber, yet slightly hopeful atmosphere, capturing a moment of introspective thrill and subtle energy."
37464,3.0,-0.333333333,,emotic_train,a tennis player lungs for the ball,"Intense tennis match at dusk, under dramatic stadium lights, a player fiercely serving, displaying determination and strain, shadows elongating, capturing the tumultuous drive of competitive sports."
37465,-1.666666667,1.666666667,,emotic_train,a baseball player sliding into home plate,"Close play at second base, player sliding in, another reaching down with glove. Intense baseball action, sunlit field, tension and hope. Captured moment of determination, risk, and sportsmanship. Crisp afternoon game scene, focus on dramatic effort."
37466,-0.333333333,1.0,,emotic_train,a snowboarder slides down a slope,"Snowboarder kneeling gently on snowy ground under a serene winter sky, dressed in warm gear, feeling calm and content in the quiet embrace of nature."
37467,1.666666667,-0.333333333,,emotic_train,a man in a suit,"Formal ballroom competition with a pair of dancers in black tuxedos, tension fills the air as they glide across the polished floor, exuding subtle melancholy beneath the grandeur. Dimly lit, opulent venue with red and gold decor in the background, observers watch intently, adding to the somber yet elegant atmosphere."
37468,1.0,-0.333333333,,emotic_train,a group of kids playing frc,"Intense soccer game on a sunny day, featuring excited kids in action. The focus is on a young boy in a blue and red jersey skillfully evading a tackle. Vibrant emotions, dynamic movement, determined expressions, lush green field, and clear skies set the scene.""

"
37469,-3.0,-0.333333333,,emotic_train,a baby sleeping next to a teddy bear,"A peaceful baby lies asleep between two stuffed bears under a soft pink blanket, exuding innocence and serenity amidst a cozy, nostalgic feel."
37470,-0.333333333,1.0,,emotic_train,a man is standing at a counter in a restaurant,"Cozy Italian café, bustling with cheerful patrons, vibrant conversations, and the aromatic blend of fresh espresso. Warm, inviting lighting reflects off polished surfaces, creating an intimate and lively atmosphere. Laughter and smiles abound as the clinking of cups and soft music fill the air."
37471,1.0,-0.333333333,,emotic_train,a snowboarder is doing a trick on a rail,"A lone snowboarder soars through a dark, wintry night sky, shrouded in tension and adrenaline, illuminated by spotlights. The scene is intense yet melancholic, capturing the thrill and isolation of high-altitude extreme sports under the cold, starless sky."
37472,-1.0,-1.0,,emotic_train,a group of people sitting at a table eating,"Somber gathering in a dimly lit restaurant, patrons displaying a sense of melancholy and disconnection, reflecting deep emotional intensity and sadness. The atmosphere is heavy and subdued, with faint, warm lighting highlighting the muted expressions and downcast eyes of the individuals seated at the large table."
37473,0.333333333,1.0,,emotic_train,two girls in ski gear standing on a bus,"Three friends on a ski trip, dressed warmly in colorful winter gear, smiling and holding their skis inside a cozy bus on a snowy day, radiating a joyful and carefree atmosphere."
37474,1.666666667,1.0,,emotic_train,a man riding a quad,"Thrilling quad bike stunt show in a vibrant park, audiences amazed, riders balancing on two wheels with precision and focus, high-energy atmosphere, green grass, bright sunlight."
37475,-1.0,1.666666667,,emotic_train,a woman sitting on a couch in a living room,"A relaxing evening in a cozy, well-lit living room, with abstract art on the walls and a warm ambiance. A content young woman sits comfortably on a plush sofa, exuding calm satisfaction. The scene is tranquil and inviting, blending modern decor with a serene atmosphere."
37476,1.666666667,0.333333333,,emotic_train,a young boy skiing down a hill with a stick,"Young skier struggling on a snowy slope, determination and effort visible, surrounded by calm winter scenery, with family in the background encouraging. Cool, crisp atmosphere filled with both challenge and support."
37477,-0.111111111,1.444444444,,emotic_train,a woman sitting in a chair next to an older man,"An elderly man and a younger woman share a joyful moment playing video games together, their faces radiating happiness and warmth. The cozy room in the background adds a sense of comfort and togetherness."
37478,1.0,1.666666667,,emotic_train,two little girls playing with a kite in a field stock photo,"Two joyful children in vibrant red dresses run through a sunlit meadow, flying a yellow kite under a clear blue sky, surrounded by distant cityscape. Captured moments of carefree happiness and playful delight."
37479,-0.333333333,0.666666667,,emotic_train,a group of people sitting around a table,"Cozy library hangout with friends, soft lighting, casual laughter, relaxed and cheerful atmosphere, shelves filled with books, warm brick walls, kids enjoying their time, playful and light-hearted scene."
37480,-0.333333333,0.333333333,,emotic_train,mother and son doing laundry stock photo - image,"A cozy afternoon in a modern kitchen, a smiling woman cheerfully washing laundry while a young child helps, creating a warm and engaging family moment."
37481,0.777777778,1.0,,emotic_train,two people cutting a dinosaur cake at a table,"Joyful celebration with a dinosaur cake, three happy people cutting it together, bright and cheerful ambiance, vibrant colors, festive decorations, a sense of accomplishment and camaraderie."
37482,-2.333333333,1.0,,emotic_train,a woman in a hospital room with a cat,"A veterinarian in surgical scrubs performs a delicate operation on a dog, under soft light in a clinical setting, exuding calm focus and professionalism."
37483,1.666666667,0.333333333,,emotic_train,a col of a tennis player serving the ball,"Dynamic tennis match on a bright sunny day, capturing the intensity and focus of athletes in full swing, racket in hand, set against a vibrant blue court backdrop. The energy is palpable with fans eagerly watching, immersed in the action."
37484,-1.0,0.333333333,,emotic_train,a group of people playing a game in a field,"A lively summer outdoor event with a diverse group of people casually enjoying games and socializing. Vibrant atmosphere, mixed emotions, and relaxed interactions under the bright sun in a green, scenic park."
37485,1.333333333,0.0,,emotic_train,a group of people playing a game of basketball,"Dynamic indoor ultimate frisbee game, players intensely engaged in fast-paced action, dimly lit gymnasium, capturing the thrill and focus of a competitive match, mid-pass moments, excitement in the air."
37486,0.333333333,1.0,,emotic_train,a couple of people sitting in a lobby,"Two travelers in a cozy lobby, waiting in calm anticipation. Soft warm lighting, holiday decorations, suitcases by their sides. Serenity and mild excitement blend in the scene."
37487,-1.0,0.333333333,,emotic_train,a man selling fruit on a cart in the street,"Solitary street vendor with a colorful fruit cart, reflective expression, muted bustling background, a blend of resilience and calm amidst urban environment."
37488,-1.0,-0.333333333,,emotic_train,a group of people sitting at a table with computers,"Office scene filled with workers intensely focused on tasks, monitors glowing, papers scattered, underlying tension and mild unease. Subdued lighting, serious expressions, and a sense of anticipation in the air."
37489,-0.166666667,1.666666667,,emotic_train,a family playing a board game together,"A joyful family moment, parents and children smiling and laughing as they play a board game together on a cozy living room floor, with sunlight streaming through large windows, creating a warm and inviting atmosphere."
37490,0.333333333,0.333333333,,emotic_train,a woman in a bikini top standing next to a stop sign,"Monochrome image of a serene woman at a deserted crossroad, leaning against a stop sign. She wears sunglasses and a strapless top, exuding a calm, reflective mood. The empty road and surrounding dim scenery enhance the feeling of stillness and contemplation."
37491,-0.333333333,-0.333333333,,emotic_train,a man and a child eating food at a table,"A serene park setting with a father and young child, sharing a quiet pizza moment under the shade of trees, amidst the bustling street in the backdrop - capturing a bittersweet and reflective mood."
37492,1.0,0.333333333,,emotic_train,a man in a blue shirt,"Engaged friends playing frisbee on a sunny day, capturing the lively, upbeat atmosphere. Green grass and casual outfits enhance the warm, joyful moment."
37493,2.333333333,1.666666667,,emotic_train,a man and a woman playing frng on the beach,"Joyful beach day, friends playing frisbee under the warm sun, carefree laughter, and golden sand underfoot. Serene waves in the background, evoking pure happiness and relaxation."
37494,-1.0,0.333333333,,emotic_train,a group of people standing around a boat,"An antique photograph captures a group of elegantly dressed individuals aboard a vintage ship, holding parasols under a cloudy sky. The scene evokes a sense of nostalgia and quiet contemplation, hinting at serene yet complex emotions."
37495,-2.166666667,-0.166666667,,emotic_train,a ferris is on the side of a building,"Melancholic fairground scene under gray skies, an abandoned Ferris wheel looms over a sparse, quiet crowd. The air is heavy, and the vibrant neon sign contrasts with the somber atmosphere, evoking a sense of subdued nostalgia and lost excitement."
37496,-1.0,-1.0,,emotic_train,two people walking up a hill in the woods,"In a dense, shadowy forest, two weary hikers and a dog navigate steep, rocky terrain. The atmosphere exudes isolation and struggle, with dim, filtered light barely penetrating the canopy, emphasizing the challenging and desolate journey ahead."
37497,-1.0,-0.333333333,,emotic_train,a crowded street with many people walking around,"A bustling market street, filled with people moving in every direction, capturing a sense of overwhelming busyness and mild frustration amidst the crowd. The atmosphere feels slightly tense and detached, with a muted sense of connection among the individuals."
37498,3.0,1.666666667,,emotic_train,a woman sitting on the ground,"Chill, carefree festival vibes: a young woman relaxing in a vibrant tent, engrossed in her phone as friends play music in the background, surrounded by colorful tents and summer light."
37499,1.0,-0.333333333,,emotic_train,a man in a wheelchair entering a building,"A determined individual in a wheelchair, reaching out to enter a modern building with large glass windows. The scene captures resilience against a backdrop of reflections and greenery, exuding a mix of struggle and hope."
37500,-0.333333333,-0.333333333,,emotic_train,a tennis player walks on the court during a match,"A lone tennis player at a large, empty court, wearing a pensive expression, embodying quiet determination amidst solitude. Twilight hues cast long shadows, evoking a subdued, reflective atmosphere."
37501,-1.0,2.333333333,,emotic_train,a woman is laying on a surfboard with her dog,"A serene beach scene: a person lying on a surfboard, lovingly cradling their dog. The peaceful moment is filled with warmth and affection, capturing a deeply calming and joyful bond between human and pet."
37502,0.333333333,0.333333333,,emotic_train,a man riding a snowboard down a hill,"A young snowboarder mid-fall during a lively outdoor event, surrounded by a crowd of onlookers. The atmosphere is charged with excitement and tension as everyone watches the scene unfold. The setting is rugged and spontaneous, capturing a moment of thrilling action and unexpected mishap."
37503,1.0,2.333333333,,emotic_train,two people standing in front of a store,"Excited friends enjoying a sunny day, savoring delicious street food outside a vibrant, bustling eatery, surrounded by colorful signage and an inviting, urban atmosphere."
37504,0.333333333,0.666666667,,emotic_train,a baseball player is walking in front of a wall with a photo of a baseball player,"Legendary baseball player at bat, captured in a vibrant nostalgic setting. A sense of calm determination radiates as the faint crowd cheers in the background, evoking a blend of excitement and reverence toward the iconic moment."
37505,1.0,0.666666667,,emotic_train,a group of people standing on a pier,"Sunny afternoon by the sea; people fishing and enjoying the serene, joyful moments with friends and family on the breakwater. Blue skies, gentle waves, and the warmth of togetherness fill the air."
37506,-1.0,0.333333333,,emotic_train,a surfer in the ocean,"A lone surfer rides the gentle waves under a cloudy sky, embodying a sense of calm determination and mild satisfaction amidst the muted seascape."
37507,1.666666667,0.333333333,,emotic_train,a man is doing tricks on his skateboard,"Dynamic skateboarding trick captured mid-air in a serene park setting, with vibrant green grass and distant buildings as the backdrop, evoking a thrilling yet calm atmosphere."
37508,1.0,0.333333333,,emotic_train,a man walking down the road with cows,"Serene rural road bathed in soft morning light, a peaceful pastoral scene with herdsman guiding cows along the roadside, blending nature and simplicity. Subtle warmth and tranquility mix with slight tension from passing cars, capturing a moment of delicate balance between tradition and modernity."
37509,-1.333333333,-0.333333333,,emotic_train,a train station with people walking around it,"Prompt: ""A small kiosk in a busy, melancholic train station, people passing by with distant expressions, depicting a sense of routine and solitude."
37510,-1.0,0.333333333,,emotic_train,a man in a white robe standing in front of a brick building,"A lone woman in a white robe leans against a brick wall, expression filled with quiet contemplation as she checks her phone. Gentle smoke trails from a cigarette in her hand, contrasting with the dark, closed garage door behind her. An atmosphere of distant melancholy and silent reflection permeates the scene."
37511,1.0,-0.333333333,,emotic_train,a group of men working on a garden,"Two elderly individuals, toiling under overcast skies, lay sod in a solemn garden. The ground freshly tilled, surrounded by rocks and young plants, whispers of life persevering through hardship. A sense of weariness and determination pervades the scene, a poignant reminder of resilience amidst adversity."
37512,-0.333333333,0.666666667,,emotic_train,two men standing in a living room playing video games,"Gathering of friends playing with a gaming console in a cozy, warmly lit living room adorned with festive decorations. The mood is relaxed and positive, capturing the essence of camaraderie and light-hearted enjoyment."
37513,-0.333333333,-1.0,,emotic_train,a group of people standing in a room,"A crowded ticket line in a busy indoor setting, people waiting anxiously, the atmosphere is dull and weary, capturing the collective frustration and impatience."
37514,-1.0,0.333333333,,emotic_train,a crowd of people watching a baseball game,"A tranquil afternoon at a packed baseball stadium, captured from the stands. Fans chatting and relaxing, soaking in the sun and the calm atmosphere of the game, with an undercurrent of anticipation."
37515,1.0,0.0,,emotic_train,a woman hitting a volleyball ball with her hands,"Intense volleyball match indoors, players striving high to block and spike at the net, capturing the heat of competition and focus, surrounded by cheering teammates and focused coach, dynamic and energetic action shot."
37516,0.333333333,1.0,,emotic_train,a large sculpture of a woman in a pink dress,"Vibrant modern art gallery with vivid blue walls and colorful, translucent human sculpture. Visitors, captivated by contemporary artworks, admire and explore the creatively designed exhibition space infused with natural light."
37517,0.333333333,-1.0,,emotic_train,two people are waiting at a bus stop,"A bustling city street under a cold, dreary sky, with people walking, cars and trams moving amidst the urban grey buildings. The atmosphere is tense, reflecting a somber mood, as the leafless trees add to the melancholy."
37518,-1.666666667,1.0,,emotic_train,a woman is grooming a horse in a barn,"A woman gently grooms a calm, content horse in a rustic, cozy stable. The scene radiates tranquility and joy, with a sense of peaceful bonding between the woman and her horse."
37519,-0.333333333,-0.333333333,,emotic_train,a street with a bunch of graffiti on the side of it,"Urban alley with vibrant street art, graffiti artists at work, and a diverse group of people in the background, under a clear sky. The scene evokes a somber yet urban rebellious vibe, with muted excitement."
37520,-0.333333333,0.333333333,,emotic_train,a market in the old city,"In a lively street market, people meander through colorful stalls, a blend of tradition and modernity. The bustling yet calm atmosphere resonates with everyday life, as sellers display their vibrant wares. A donkey stands patiently, adding to the rustic charm. The scene is both busy and serene, capturing the essence of a cultural marketplace."
37521,-1.0,1.0,,emotic_train,a man and woman dancing in a room,"Joyful party scene, friends celebrating with drinks, capturing playful energy and lighthearted moments. Vibrant bar atmosphere."
37522,1.0,0.333333333,,emotic_train,a little girl riding on the back of a horse,"Captivating scene of a father and child in traditional attire, riding a beautifully adorned white horse. The atmosphere is vibrant and celebratory, with onlookers capturing the moment, hinting at a cultural parade or festival."
37523,-0.666666667,-0.666666667,,emotic_train,two chefs preparing food in a kitchen,"In a dimly lit, tense kitchen, two focused chefs prepare dishes with intense concentration, the atmosphere weighted with a sense of pressure and fatigue. The workspace is meticulous, yet the mood is subdued and laborious, mirroring the chefs' tired expressions and slow, deliberate movements."
37524,-1.666666667,0.555555556,,emotic_train,group of business people working together in office,"A group of professionals in a modern office, gathered around a laptop, collaborating intensely. The atmosphere is a blend of mild anxiety and optimism, as they focus on finding solutions. Bright daylight streams through large windows, adding a sense of clarity and hope."
37525,0.333333333,-1.0,,emotic_train,a man standing on the sidewalk in front of a store,"A lone figure stands in a dimly lit city street, shadows cast around, evoking a sense of isolation and melancholy amidst the bustling crowd."
37526,0.333333333,0.333333333,,emotic_train,a person laying under a tree with a skateboard,"A playful yet awkward moment: a skateboarder humorously tangled under a tree, legs up, skateboard above. Sunny park, soft grass, casual scene, capturing lighthearted clumsiness and serene surroundings. Youthful mishap in open, green space."
37527,1.0,1.0,,emotic_train,a man is holding a laptop,"Busy conference room filled with focused professionals. Engaging presentation on screen, participants actively engaged with laptops and phones, creating an atmosphere of productivity and collaboration."
37528,1.0,0.333333333,,emotic_train,a man in a kitchen preparing food,"Vintage bakery scene, an elderly baker smiling behind the counter, meticulously preparing pastries amidst warm, ambient lighting. The atmosphere is calm and inviting, filled with the scent of freshly baked bread."
37529,-0.111111111,0.555555556,,emotic_train,tennis player and tennis player shake after their doubles,"Two tennis players at the net, sharing a heartfelt handshake after a competitive match on an outdoor court. One player in blue, the other in white, embodying mutual respect and sportsmanship. Background shows a lively, cheering crowd."
37530,1.333333333,0.0,,emotic_train,a baseball player sliding into home plate,"A thrilling moment in a sunny baseball game, a player in yellow sliding to the base just in time, while the opponent in blue attempts a quick tag. The intense determination and focus capture the competitive spirit of the sport."
37531,-1.0,1.666666667,,emotic_train,a man in a red jacket and blue jacket sitting on a rock,"Two climbers pausing on a snow-covered mountain cliff, bundled in vibrant, warm gear. One climber smiles, showcasing camaraderie and resilience against nature's harshness. High-altitude serenity contrasts with the challenging, cold environment, capturing a sense of achievement and resolute calm."
37532,-0.333333333,-0.333333333,,emotic_train,a woman sitting at a table with a glass of wine,"A reflective woman in a cozy café, lost in thought, sipping her drink, soft afternoon light streaming through the windows, muted colors, a subtle air of melancholy and contemplation."
37533,3.0,0.333333333,,emotic_train,a group of skiers racing down a slope,"A dynamic winter cross-country ski race, athletes intensely racing forward, snow flying beneath skis, determination etched on faces, vibrant sportswear popping against the snow. The background is a wintry forest, spectators cheering, capturing the energy and excitement of the competition."
37534,0.333333333,0.333333333,,emotic_train,a man riding a skateboard down a street,"Urban skater, casual ride on empty streets, a moment of quiet freedom, city backdrop with tall buildings and blank signs. Gray pavement, teens enjoying a carefree afternoon, simplistic yet serene vibes."
37535,1.0,0.333333333,,emotic_train,a man in blue shirt throwing a yellow frc,"Athletic man in blue shirt passionately throwing a frisbee, surrounded by a cheering crowd, dynamic action, high-energy outdoor competition, vivid blue and yellow accents."
37536,0.333333333,0.333333333,,emotic_train,a woman riding a motorcycle down the street,"Two individuals ride a red scooter through a bustling city street, the scene slightly blurred with motion, capturing the calm energy of a serene urban journey at sunset."
37537,1.0,1.666666667,,emotic_train,a woman and child are preparing food in the kitchen,"A heartwarming scene in a cozy kitchen: a woman joyfully prepares a variety of baked goods with a child watching eagerly. Ingredients and utensils are scattered on the counter, capturing the essence of a lively, bustling home environment filled with warmth and love."
37538,0.333333333,0.333333333,,emotic_train,a business man giving a presentation to a group of people stock photo,"Corporate seminar: attentive audience in formal attire listens to a business presentation with charts, a moderate atmosphere of focus and mild engagement."
37539,-1.0,-0.333333333,,emotic_train,a young boy in a suit is getting his tie,"A small, solemn boy in a suit, being assisted by an adult, standing on a brick pathway during a formal event. The atmosphere feels tense and melancholic, as the boy looks off into the distance, surrounded by formally dressed adults, under a bright but soft-lit day."
37540,1.666666667,0.333333333,,emotic_train,a man and child riding on a motorcycle,"Family riding a scooter together through a bustling street, capturing a moment of adventure, connection, and everyday life. Warm sunlight, protective helmets, and casual attire reflect unity and care amidst their journey."
37541,2.0,0.0,,emotic_train,a baseball player swinging at a ball during a game,"Intense baseball match at sunset, batter in mid-swing, catcher poised, vibrant energy, shadows stretching, crowd on edge, palpable tension."
37542,-1.0,0.333333333,,emotic_train,a bartender pouring a drink at a bar,"An older bartender pours a cocktail with a calm, focused expression, the background is filled with elegant glassware and warm lighting, evoking a serene and sophisticated atmosphere."
37543,-1.0,0.333333333,,emotic_train,a group of people sitting at tables outside a restaurant,"A calm outdoor café scene with people seated at tables, engaged in subdued conversations under a warm, soft light. An atmosphere of mild contentment and reflection, set against a backdrop of green foliage and colorful umbrellas."
37544,-0.333333333,-1.666666667,,emotic_train,a woman with long hair and white shirt,"Create an image of a woman with a stern, somewhat discontented expression, standing indoors with her arms crossed. The background should show a bright, blurred indoor scene with hints of greenery outside the windows. Capture a mood of irritation and dissatisfaction."
37545,-0.333333333,0.111111111,,emotic_train,two women hug outside the house of the murdered in london,"A group of individuals embracing tightly, conveying comfort and solace in a moment of shared sorrow, surrounded by a somber, natural setting."
37546,1.666666667,-1.0,,emotic_train,a group of people standing around a table,"A vibrant but chaotic outdoor gathering under a striped tent with people eating pizza, expressions of anticipation and tension palpable. Scattered pizza boxes hint at a casual yet hurried atmosphere. Nighttime setting adds a sense of urgency and unease."
37547,-1.666666667,0.333333333,,emotic_train,a man riding a motorcycle down a road,"Ride through the mountains on a motorcycle, solitary and reflective, against a backdrop of serene blue hills. A sense of melancholy adventure, with the wind as the only companion on an open road."
37548,-0.333333333,-0.333333333,,emotic_train,a man sitting in a yoga position,"Serene meditation in lush green nature, a person sits in quiet contemplation, eyes closed, hands resting calmly. The atmosphere exudes deep relaxation and a hint of melancholy, with soft daylight filtering through the trees, casting gentle shadows."
37549,1.0,1.0,,emotic_train,a man sitting at a desk with a laptop and a cell,"A man in a casual shirt smiles as he takes a photo of himself in front of a laptop, capturing a moment of lighthearted joy in a cozy room with warm lighting and a relaxed ambiance."
37550,-1.666666667,-0.333333333,,emotic_train,a group of people standing in a room,"Dimly lit art gallery with melancholic, surreal paintings, evoking deep introspection and somber reflection. Sparse visitors silently observe, immersed in the contemplative, haunting atmosphere."
37551,1.222222222,1.444444444,,emotic_train,three women eating breakfast together stock photo,"Three women sharing joyful conversation over tea, smiling warmly. A vibrant bowl of fresh fruits completes the cozy atmosphere. Bright, cheerful, and full of life."
37552,1.0,-0.333333333,,emotic_train,a man and a boy playing frc in the woods,"Melancholic forest disc golf game on a chilly, overcast day. Friends in cozy jackets, one throwing a disc with a subtle tension in the air. Damp ground covered in fallen leaves, bare trees surrounding the scene. A blend of somberness and energetic focus."
37553,-1.0,2.0,,emotic_train,a man and woman sitting at a table on a balcony,"A tranquil morning on a scenic golf course terrace, a couple enjoying breakfast and reading the newspaper. The serene landscape with green lawns, a water feature, and charming buildings in the background captures a peaceful and hopeful atmosphere."
37554,-1.666666667,0.333333333,,emotic_train,young woman watching movie in cinema a??stock photo 687992,"In a dimly lit, nearly empty theater, a few viewers in 3D glasses, lost in wonder, munch on popcorn. The serene, relaxed mood captures the magic of cinema's quiet moments."
37555,-1.0,-1.0,,emotic_train,a woman with a sad expression,"Create an image of a young woman feeling bored and discontent, resting her head on her hand with a neutral background. Her expression should convey frustration and apathy, capturing the essence of low arousal and negative valence emotions."
37556,-1.0,-1.666666667,,emotic_train,a woman with headphones on,"A lone, exhausted runner under a scorching sun, sweat dripping as she wipes her forehead, conveying intense fatigue and discomfort against a harsh, bright backdrop."
37557,-1.0,-0.333333333,,emotic_train,a man yaing with his mouth wide open,"A tired man yawning, overcast in an aura of fatigue and low energy. The scene captures deep weariness and hints of minor frustration on a plain white background."
37558,-1.0,3.0,,emotic_train,a group of people standing around a table with food,"Community picnic under sunlit trees, volunteers serving food with warm smiles, a tranquil, joyful atmosphere. People connect and enjoy the outdoor gathering, fostering a sense of togetherness and contentment."
37559,1.0,1.666666667,,emotic_train,a little girl jumping on a bed,"A young girl joyously jumping on a bed in a sunlit room, with pure delight and carefree energy, embodying the essence of childhood happiness and freedom."
37560,-1.0,-0.333333333,,emotic_train,a man riding a skateboard down a road,"Skater in solitude cruising through a barren, industrial landscape. The scene is filled with a lonely and desolate mood, as the empty stretch of road and distant, muted tones of the industrial buildings evoke a sense of isolation and melancholy."
37561,3.0,1.666666667,,emotic_train,two young girls playing tennis on a tennis court,"Young tennis players intensely focused on the court, their expressions reflecting determination and a hint of frustration. The red clay surface contrasts their sporty attire, capturing a moment of raw emotion and unwavering effort during practice."
37562,3.0,-0.333333333,,emotic_train,a man in a wet suit surfing on a wave,"Dynamic scene of a surfer cutting through powerful waves, the intensity of the ocean mirrored in the surfer's focused expression. The turbulent sea crashing around them contrasts with the surfer's calm determination, capturing the raw energy and slight unease of the ride."
37563,0.166666667,1.333333333,,emotic_train,the family kiss as they leave the airport,"A tender family moment unfolds; parents embrace warmly, while their young child shares a joyful smile, surrounded by the comforting embrace of love and security. The scene radiates warmth and close, heartfelt connection, igniting feelings of happiness and peace."
37564,-1.0,0.333333333,,emotic_train,two people sitting on a couch in a living room,"Casual and relaxed birthday gathering with friends, lounging in a cozy living room, playing video games and surrounded by colorful presents, capturing a moment of low excitement yet warm contentment."
37565,-1.666666667,-1.0,,emotic_train,"a bull is thrown from a bull during a bullfight in madrid, spain","Intense bullfight scene in a crowded arena, a matador in ornate attire faces a powerful bull. The atmosphere is tense and dramatic, with emotions of conflict and danger emanating from the struggle. The vivid red of the matador's cape contrasts with the dark, imposing figure of the bull."
37566,-1.0,0.333333333,,emotic_train,a man riding a dirt bike down a hill,"A lone rider on a red motorbike leaps over a rugged dirt path, surrounded by dense, shadowy forest. The image captures a tense, solitary moment, blending thrill with an undercurrent of melancholy."
37567,-0.333333333,-0.333333333,,emotic_train,a woman driving a car,"A woman in a car, glancing sideways with a subtle, contemplative expression. The setting is minimalistic, capturing a moment of quiet introspection."
37568,-1.0,0.333333333,,emotic_train,a little girl sitting on a bench holding an umbrella,"A girl with a colorful umbrella jumps with a slight smile, set against a plain brick wall backdrop, blending muted joy and calm emotions. The image evokes a sense of delicate playfulness, contrasting vibrant patterns with a serene, muted setting."
37569,3.0,1.666666667,,emotic_train,a woman sitting on a bench with a red bag,"Anxiety of waiting alone at a sunlit bus terminal, vibrant luggage in the foreground, casting shadows on the dull concrete, a sense of isolation and mild unease as time stretches on."
37570,1.0,-1.333333333,,emotic_train,two women are looking at the camera with their eyes open,"Two individuals huddled close, eyes wide with fear, under the eerie glow of a lantern in the dark. Their expressions are a mix of shock and dread, encapsulating an intense moment of fright and suspense."
37571,-1.666666667,1.0,,emotic_train,a man in a rainbow colored suit playing frc,"Man in a vibrant rainbow clown costume playing frisbee in a lively, green park setting. Amidst cheerful onlookers, the scene radiates a playful and slightly surreal joy, blending the ordinary with the whimsical."
37572,-0.333333333,0.333333333,,emotic_train,two women sitting on a bench in the shade,"Three individuals sit on a park bench, each lost in their thoughts amidst a lively outdoor carnival. The scene captures a tranquil yet slightly somber atmosphere with a mix of warmth and pensiveness in the gentle hues of a summer day. Black and white photograph."
37573,-0.666666667,0.333333333,,emotic_train,a group of people standing around a statue,"Quiet street scene in afternoon sunlight, men gathered around an old stone fountain, bottles and bicycles nearby. A hint of calm and contemplative atmosphere mingling with subtle urban decay."
37574,1.0,-1.666666667,,emotic_train,a boy with his tongue out,"Create an image of a child showing intense disgust and frustration, with their mouth open and tongue sticking out. Capture the raw, unfiltered emotion of disdain and annoyance, highlighting their exasperated expression and messy hair. Ensure the background is simple and unobtrusive to emphasize the child's emotional state."
